airbnbhostid,airbnbpropertyid,city,superhost_period_all,hostresponseaverage_pastyear,available_days,available_days_avelistedprice,booked_days,booked_days_aveprice,listingtype,createddate,zipcode,bedrooms,bathrooms,instantbookenabled,numberofreviews,ratingoverall,revenue,reservations,host_is_superhost_1_0
4694713,17929214,Oakland,11,99.875,51,62.47059,0,0.0,Private room,2017-03-25,94610,1,1.0,0,32,100,0.0,0,1.0
33144900,6401186,Miami,8,100.0,199,132.39195,50,134.82,Entire home/apt,2015-05-13,33139,0,1.0,1,28,93,6741.0,8,0.0
9946315,1925224,New York,10,100.0,127,218.4252,14,190.0,Entire home/apt,2013-11-11,11211,1,1.0,0,53,100,2660.0,1,1.0
2282450,4039038,New York,11,96.35,136,398.05147999999997,51,374.7255,Entire home/apt,2014-09-02,10014,2,1.0,0,32,92,19111.0,9,1.0
8828921,1667080,Washington,5,100.0,100,112.1,0,0.0,Entire home/apt,2013-09-13,20002,0,1.0,0,110,98,0.0,0,1.0
104238268,16205272,New York,12,100.0,178,197.26967,31,199.0,Entire home/apt,2016-11-29,10027,2,1.0,0,16,95,6169.0,1,1.0
41394522,10235929,Los Angeles,11,99.58594000000001,223,52.632286,56,51.285713,Private room,2015-12-28,90018,1,1.0,1,104,96,2872.0,13,1.0
7319567,19812477,Dallas,10,99.2,133,85.49624,39,84.20513000000001,Entire home/apt,2017-07-09,75201,1,1.0,1,41,94,3284.0,22,0.0
16754367,5668832,Miami,6,96.60465,164,107.835365,0,0.0,Private room,2015-03-15,33305,1,1.0,0,2,90,0.0,0,0.0
9131167,1733157,New York,12,98.08695999999999,140,165.70713999999998,22,165.31818,Entire home/apt,2013-09-28,11103,2,1.0,1,193,98,3637.0,5,0.0
10013294,8349693,Philadelphia,11,100.0,223,47.9148,49,48.081635,Private room,2015-09-11,19147,1,1.0,1,184,94,2356.0,24,0.0
135275978,19315654,New York,11,100.0,194,100.015465,84,99.309525,Entire home/apt,2017-06-13,10039,1,1.0,1,40,97,8342.0,14,1.0
60088856,11655914,Los Angeles,5,100.0,207,229.657,17,207.23529,Entire home/apt,2016-03-02,90036,2,2.0,0,21,93,3523.0,4,1.0
9442045,1931609,New York,10,100.0,180,277.05554,27,398.55554,Entire home/apt,2013-11-13,11217,4,2.0,0,119,96,10761.0,6,1.0
10304570,2000546,Los Angeles,11,100.0,33,94.666664,8,90.25,Entire home/apt,2013-11-27,90026,1,1.0,0,85,98,722.0,2,1.0
32454701,14571451,New York,11,97.833336,191,157.06282,73,146.0685,Entire home/apt,2016-08-16,10009,1,1.0,1,114,92,10663.0,18,0.0
25796836,8218315,Miami,5,100.0,183,66.94536,6,67.666664,Private room,2015-09-04,33311,1,1.0,0,26,95,406.0,1,0.0
89368433,18212572,Los Angeles,12,94.58695999999999,97,59.20618399999999,0,0.0,Private room,2017-04-12,90046,1,1.0,1,28,82,0.0,0,0.0
22681172,4369442,Miami,10,100.0,124,208.43549,25,214.4,Entire home/apt,2014-09-27,33160,3,2.0,1,94,95,5360.0,5,0.0
67041033,12495592,New York,11,100.0,141,231.0922,24,236.29167,Entire home/apt,2016-04-16,10019,2,1.0,0,79,90,5671.0,7,0.0
27382191,9532809,Miami,12,98.051285,177,124.19774,68,137.82353,Entire home/apt,2015-11-17,33139,1,1.0,1,85,98,9372.0,16,1.0
9451314,1802788,Miami,11,100.0,184,89.945656,37,100.4054,Entire home/apt,2013-10-15,33139,1,1.0,1,91,94,3715.0,6,0.0
106431543,16273693,New York,10,98.0,179,244.66481000000002,54,281.12964,Entire home/apt,2016-12-05,10009,3,1.0,0,49,96,15181.0,10,0.0
49711596,18600900,Los Angeles,8,100.0,227,117.5815,54,115.03703999999999,Entire home/apt,2017-05-05,90038,1,1.0,1,3,100,6212.0,15,1.0
24018492,4639002,Los Angeles,8,100.0,174,77.873566,20,82.5,Private room,2014-11-01,90026,1,1.5,0,50,99,1650.0,4,1.0
62173382,21818119,Miami,11,99.76057,212,48.160378,56,46.964287,Private room,2017-11-18,33312,1,1.0,1,35,93,2630.0,33,0.0
95345947,15640237,Houston,9,99.61539,106,32.962265,8,32.0,Private room,2016-10-21,77035,0,1.0,1,37,98,256.0,2,1.0
21733507,4223309,Houston,6,94.69230999999999,204,146.12746,54,161.2963,Entire home/apt,2014-09-16,77098,1,1.0,0,155,99,8710.0,15,1.0
129352,641439,New York,6,99.30232,74,57.027027000000004,14,67.64286,Private room,2012-08-08,11222,1,1.0,0,21,97,947.0,4,1.0
4669403,22277983,Philadelphia,11,99.55385,234,147.84616,93,153.30106999999998,Entire home/apt,2017-12-16,19103,2,1.0,1,13,100,14257.0,38,1.0
4612021,20805653,Los Angeles,11,99.37209,149,28.463086999999998,10,29.1,Entire home/apt,2017-09-03,90066,0,0.0,1,10,94,291.0,5,0.0
12161205,2380536,Washington,7,100.0,110,145.81818,1,130.0,Entire home/apt,2014-02-11,20003,1,1.0,0,75,98,130.0,1,1.0
656798,6316005,New York,10,99.30769000000001,222,202.02702,40,201.5,Entire home/apt,2015-05-06,11233,2,2.0,0,112,94,8060.0,13,1.0
45869731,12232858,New York,7,100.0,198,182.12122,33,179.57576,Entire home/apt,2016-04-03,10029,2,1.0,0,32,81,5926.0,9,0.0
41767444,18345065,Chicago,11,100.0,200,158.75,46,180.95653000000001,Entire home/apt,2017-04-20,60642,2,1.0,0,25,99,8324.0,15,1.0
12433164,16568812,Los Angeles,12,100.0,210,69.88095,81,70.40741,Private room,2016-12-29,90048,1,2.0,1,81,95,5703.0,27,1.0
2498054,1995991,Chicago,9,100.0,147,121.38776000000001,38,129.1842,Entire home/apt,2013-11-26,60657,2,1.0,0,181,97,4909.0,12,1.0
66959637,12386273,New York,9,96.5,41,45.073170000000005,17,45.17647,Private room,2016-04-10,11207,1,1.0,1,35,94,768.0,5,0.0
46393243,14533100,Chicago,8,100.0,114,69.47369,25,71.4,Private room,2016-08-13,60657,1,1.0,0,16,95,1785.0,7,1.0
2062959,414808,Miami,6,100.0,125,87.36,6,95.0,Entire home/apt,2012-04-02,33304,0,1.0,0,30,99,570.0,1,1.0
4417493,10253769,New York,7,100.0,165,60.533333,59,52.050846,Private room,2015-12-29,10039,1,1.0,1,61,97,3071.0,16,1.0
39241126,12806023,Philadelphia,10,100.0,135,32.533333,27,35.0,Private room,2016-05-01,19148,1,1.5,1,67,90,945.0,8,0.0
7206559,1327894,Los Angeles,11,100.0,109,183.74312,37,178.86487,Entire home/apt,2013-07-01,90028,2,1.0,0,51,95,6618.0,5,1.0
50331556,9759592,New York,12,100.0,243,90.0,7,90.0,Private room,2015-12-01,11422,1,1.0,0,45,98,630.0,5,1.0
134274416,19274475,Los Angeles,12,99.651375,235,70.77020999999999,25,58.6,Private room,2017-06-11,90067,1,1.0,1,48,91,1465.0,14,0.0
40908771,22867695,Dallas,12,97.14286,162,250.41975,22,281.13635,Entire home/apt,2018-02-06,75214,2,2.0,1,9,98,6185.0,6,1.0
9687774,9390730,Philadelphia,10,100.0,214,58.238319999999995,7,68.57143,Private room,2015-11-09,19123,1,1.0,0,64,98,480.0,3,1.0
125156346,19180901,Philadelphia,11,100.0,209,56.54067,36,48.194443,Private room,2017-06-06,19146,1,2.0,1,60,98,1735.0,20,1.0
48854322,9470528,New York,5,96.15151,201,90.18408000000001,47,109.85106999999999,Entire home/apt,2015-11-14,11237,1,1.0,0,26,89,5163.0,7,0.0
37904124,7239545,Miami,7,100.0,82,287.26828,9,299.44446,Entire home/apt,2015-07-07,33305,3,2.0,0,55,99,2695.0,4,1.0
867931,8597210,Washington,11,100.0,187,117.44385,70,117.14286000000001,Entire home/apt,2015-09-26,20001,1,1.0,1,156,97,8200.0,20,1.0
40871759,10651132,Washington,8,100.0,105,66.42857,11,66.818184,Private room,2016-01-16,20011,1,1.0,0,36,96,735.0,4,0.0
43816717,8367304,Philadelphia,6,99.18604,214,99.0,1,99.0,Private room,2015-09-12,19125,1,1.5,0,10,100,99.0,1,1.0
49737322,9613360,Los Angeles,10,98.29578000000001,220,161.54091,55,156.45453999999998,Entire home/apt,2015-11-22,90048,2,1.0,1,120,94,8605.0,18,0.0
66215731,12287516,New York,8,95.304344,196,55.816326000000004,43,54.65116,Private room,2016-04-06,11217,1,1.0,0,44,87,2350.0,15,0.0
4010906,760827,Chicago,6,100.0,242,121.30165,0,0.0,Private room,2012-10-28,60653,1,1.0,0,1,60,0.0,0,0.0
13062202,5801880,Philadelphia,5,99.63793000000001,227,334.49338,1,350.0,Entire home/apt,2015-03-26,19145,3,1.0,0,10,90,350.0,1,0.0
2472305,509989,New York,5,99.567566,229,348.0393,13,364.3846,Entire home/apt,2012-05-30,11226,5,2.5,0,102,95,4737.0,4,1.0
34491381,14915748,New York,7,91.882355,242,69.0,12,69.0,Entire home/apt,2016-09-04,11213,1,1.0,0,4,85,828.0,1,0.0
14932947,5959165,Chicago,10,99.75,207,109.96619,3,104.0,Private room,2015-04-08,60612,3,2.0,1,103,96,312.0,1,1.0
3341395,5730176,Los Angeles,10,100.0,189,126.08465600000001,9,125.0,Entire home/apt,2015-03-20,90048,1,1.0,1,104,93,1125.0,2,0.0
119693395,17648635,Miami,9,100.0,86,33.930233,0,0.0,Private room,2017-03-08,33174,1,1.0,1,7,89,0.0,0,1.0
17820079,3540370,New York,12,93.0,209,132.72728,49,139.87755,Private room,2014-07-08,10009,1,1.0,1,159,94,6854.0,12,1.0
22458423,13751738,Washington,10,97.8,149,127.63758,34,132.11765,Entire home/apt,2016-06-28,20002,3,1.0,0,75,94,4492.0,10,0.0
5958166,9530118,Los Angeles,8,98.03846,201,324.0,39,360.2564,Entire home/apt,2015-11-17,90036,3,3.0,0,53,97,14050.0,9,0.0
451545,82928,New York,8,100.0,5,185.0,0,0.0,Entire home/apt,2011-03-18,11216,2,1.0,0,25,99,0.0,0,1.0
697442,11549838,New York,12,99.34146,155,56.516130000000004,64,58.0,Entire home/apt,2016-02-26,11203,2,1.0,0,141,96,3712.0,14,1.0
22541573,13108192,New York,11,99.668015,177,211.77966,0,0.0,Entire home/apt,2017-11-08,10001,0,1.0,0,2,90,0.0,0,1.0
55119276,14124508,New York,9,95.0,195,150.62564,14,150.42857,Entire home/apt,2016-07-21,11692,2,1.0,0,30,99,2106.0,3,1.0
23004511,4431363,Washington,8,96.6,48,112.52083600000002,6,86.0,Entire home/apt,2014-10-04,20009,1,1.0,0,19,91,516.0,2,0.0
47323924,13823037,Houston,12,100.0,173,34.289017,47,36.255318,Private room,2016-07-02,77036,1,1.0,0,104,98,1704.0,10,1.0
116893075,17592316,Washington,9,100.0,233,131.22318,58,125.0,Private room,2017-03-04,20001,2,1.5,1,9,98,7250.0,23,1.0
1931205,385824,New York,10,99.083336,228,131.1842,18,136.66666999999998,Entire home/apt,2012-03-14,10463,2,1.0,0,20,94,2460.0,4,1.0
43354201,9327781,Houston,9,97.64286,204,121.64216,16,128.75,Entire home/apt,2015-11-06,77007,1,1.5,1,3,93,2060.0,1,1.0
97959060,15354076,Chicago,11,100.0,50,82.7,22,83.63636,Entire home/apt,2016-10-02,60602,0,1.0,1,93,91,1840.0,8,0.0
43959997,8799256,Boston,6,99.021736,210,214.5238,26,174.65384,Entire home/apt,2015-10-08,2111,2,1.0,0,64,93,4541.0,5,0.0
47618394,9144588,Boston,5,100.0,99,158.26262,16,208.125,Entire home/apt,2015-10-27,2116,0,1.0,0,49,98,3330.0,7,1.0
25343387,4920527,Miami,11,98.38461,161,38.863354,39,40.666668,Private room,2014-12-13,33155,1,1.0,1,335,97,1586.0,25,1.0
782802,397472,Chicago,5,99.76,220,67.11818000000001,47,69.723404,Entire home/apt,2012-03-22,60626,2,1.0,1,130,89,3277.0,19,0.0
87170599,15082301,Houston,6,100.0,173,41.549133000000005,56,36.392857,Private room,2016-09-15,77077,1,1.5,0,6,80,2038.0,13,1.0
95583,6693716,Los Angeles,9,100.0,184,70.92390999999999,28,70.92857,Entire home/apt,2015-06-03,90046,1,1.0,0,55,94,1986.0,10,1.0
10355011,18842507,New York,11,100.0,121,128.05785,20,120.45,Private room,2017-05-18,10038,1,1.0,1,33,100,2409.0,4,1.0
103856934,15984301,New York,10,100.0,171,360.14035,87,389.28735,Entire home/apt,2016-11-14,10018,3,2.0,1,47,91,33868.0,18,0.0
119392124,17577585,Los Angeles,12,100.0,152,81.6579,61,83.78689,Entire home/apt,2017-03-03,90038,0,1.0,1,107,97,5111.0,20,1.0
46521595,14309202,Washington,8,95.53846,174,64.33908000000001,27,65.666664,Private room,2016-08-01,20009,1,1.0,0,103,98,1773.0,15,1.0
5228189,2396340,Chicago,7,100.0,225,253.32889,33,390.57574,Entire home/apt,2014-02-13,60642,3,2.0,0,160,98,12889.0,15,1.0
78877227,16478683,Los Angeles,9,98.71429,197,397.39594,2,105.0,Entire home/apt,2016-12-22,90048,2,1.0,0,10,94,210.0,1,1.0
56714504,11675715,New York,7,100.0,217,85.0,70,85.0,Entire home/apt,2016-03-03,10464,1,1.0,1,68,99,5950.0,31,1.0
10666984,16561167,Los Angeles,9,99.58695999999999,112,24.0,1,26.0,Private room,2016-12-29,90043,1,1.0,1,8,88,26.0,1,1.0
100424005,16767160,New York,12,97.57406999999999,183,52.901638,68,55.808823,Private room,2017-01-12,11221,1,1.0,1,127,97,3795.0,27,1.0
1864688,11514239,Washington,5,98.82609000000001,136,113.08823400000001,28,140.28572,Entire home/apt,2016-02-24,20037,1,1.0,0,18,100,3928.0,14,1.0
2276842,10830815,New York,11,100.0,197,85.68528,11,87.27273000000001,Private room,2016-01-24,11206,1,1.0,0,5,96,960.0,1,1.0
5283769,1446483,New York,6,100.0,131,116.23664,17,125.0,Entire home/apt,2013-07-26,10009,1,1.0,0,76,98,2125.0,7,1.0
36210355,24183953,Miami,12,99.888885,216,119.56481000000001,66,128.33333000000002,Entire home/apt,2018-04-06,33131,0,1.0,1,16,96,8470.0,19,1.0
121374024,17776564,Los Angeles,9,100.0,98,124.15306000000001,31,132.64516,Entire home/apt,2017-03-16,90019,2,1.0,1,15,100,4112.0,8,1.0
13037911,7983640,New York,10,100.0,206,200.59708999999998,11,189.0,Entire home/apt,2015-08-19,11211,1,1.0,0,29,92,2079.0,3,0.0
55833709,11373821,Los Angeles,7,98.70588000000001,2,89.0,0,0.0,Entire home/apt,2016-02-18,90046,1,1.5,1,21,86,0.0,0,0.0
9667684,14398950,New York,7,100.0,29,75.20689399999999,9,71.77778,Entire home/apt,2016-08-06,11378,0,1.0,0,18,100,646.0,3,1.0
14205967,15042071,Chicago,8,100.0,185,218.7946,36,286.58333999999996,Entire home/apt,2016-09-12,60622,2,2.0,0,31,99,10317.0,12,1.0
7629,10785412,New York,6,100.0,24,105.41666399999998,14,108.92857,Entire home/apt,2016-01-22,11221,1,1.0,0,24,98,1525.0,3,1.0
55668700,19857626,Miami,9,100.0,45,98.333336,1,100.0,Entire home/apt,2017-07-12,33160,2,2.0,0,1,100,100.0,1,0.0
12678074,7565134,Los Angeles,6,93.36364,103,61.39806,21,55.095238,Private room,2015-07-24,90036,1,1.0,0,28,98,1157.0,4,1.0
20945052,4039758,Houston,6,100.0,183,53.284153,31,61.80645,Private room,2014-09-02,77006,1,1.5,0,39,99,1916.0,8,1.0
42435311,12957091,Los Angeles,6,100.0,93,89.69892,19,90.947365,Entire home/apt,2016-05-10,90038,0,1.0,0,19,95,1728.0,5,1.0
3483960,1022204,New York,9,100.0,1,110.0,0,0.0,Private room,2013-03-24,10002,1,1.0,0,47,97,0.0,0,1.0
33767752,13399337,Los Angeles,8,100.0,129,124.15503999999999,25,140.08,Entire home/apt,2016-06-06,90012,1,1.0,1,99,98,3502.0,13,1.0
2594165,5153080,Boston,10,100.0,205,100.097565,5,95.0,Private room,2015-01-18,2118,1,1.0,0,102,99,475.0,1,1.0
8780729,5160871,New York,7,94.833336,84,132.44048,0,0.0,Entire home/apt,2015-01-19,10011,0,1.0,0,31,97,0.0,0,1.0
90166003,14559400,Los Angeles,9,100.0,201,82.36816,45,88.111115,Entire home/apt,2016-08-15,90026,1,1.0,1,83,100,3965.0,14,1.0
23988331,4784728,New York,10,100.0,234,57.311966000000005,34,65.20588000000001,Private room,2014-11-21,11206,1,1.0,1,119,83,2217.0,9,0.0
39864924,18160874,Los Angeles,12,100.0,53,188.86792,35,189.14285,Entire home/apt,2017-04-09,90014,0,1.0,0,22,93,6620.0,2,0.0
73988866,13204919,New York,11,100.0,63,49.0,24,49.0,Private room,2016-05-25,10031,1,1.0,0,60,83,1176.0,6,0.0
27696,26409,Washington,7,100.0,224,92.45536,45,94.26666999999999,Private room,2010-04-20,20010,1,1.5,1,231,92,4242.0,12,0.0
24667350,4784745,Miami,7,97.066666,175,61.965714,23,65.304344,Private room,2014-11-21,33176,1,1.0,0,42,98,1502.0,7,1.0
75458625,20886432,New York,12,100.0,205,76.731705,30,81.0,Private room,2017-09-09,11104,1,1.0,0,6,100,2430.0,1,1.0
7042945,1821276,Washington,9,100.0,119,45.563026,11,57.181819999999995,Private room,2013-10-19,20032,1,1.5,1,104,95,629.0,2,1.0
71717596,13004996,New York,7,100.0,77,97.92208000000001,10,93.0,Entire home/apt,2016-05-13,11693,0,1.0,1,40,99,930.0,2,1.0
23460384,8722857,Oakland,11,100.0,211,169.72038,45,170.46666000000002,Entire home/apt,2015-10-03,94618,1,1.0,0,49,97,7671.0,6,1.0
129168755,20424626,Miami,11,100.0,222,87.95945999999999,50,123.66,Entire home/apt,2017-08-12,33132,0,1.0,1,26,95,6183.0,16,0.0
71252758,13467086,Los Angeles,6,100.0,241,266.55188,0,0.0,Entire home/apt,2016-06-11,90077,2,1.0,0,8,100,0.0,0,1.0
7999,14153230,New York,10,100.0,206,50.830096999999995,40,48.8,Private room,2016-07-23,11206,1,1.0,1,67,93,1952.0,11,0.0
37149458,20981388,Los Angeles,10,98.791664,173,115.54913,23,100.695656,Entire home/apt,2017-09-16,90005,1,1.0,1,4,95,2316.0,8,1.0
151445766,21428097,Dallas,11,100.0,188,69.80851,42,72.04762,Entire home/apt,2017-10-21,75246,2,1.0,1,31,95,3026.0,14,0.0
7091107,2516523,Los Angeles,9,100.0,186,154.87634,31,179.7742,Entire home/apt,2014-03-05,90036,2,2.0,1,220,97,5573.0,7,1.0
84584067,14076357,New York,10,100.0,163,241.454,7,306.42856,Entire home/apt,2016-07-18,11222,3,1.5,0,27,90,2145.0,2,0.0
32212535,7170149,New York,10,100.0,28,230.07143,6,229.0,Entire home/apt,2015-07-03,10019,2,1.0,0,11,95,1374.0,2,1.0
61819983,11753167,Chicago,5,100.0,211,122.58768,47,163.40425,Entire home/apt,2016-03-08,60640,3,1.0,0,30,95,7680.0,15,0.0
19309367,14246351,New York,12,98.82609000000001,129,216.05426,13,210.76923,Entire home/apt,2016-07-28,11211,1,1.0,1,30,98,2740.0,4,1.0
839679,1045897,New York,9,98.53846,175,110.74857,49,133.65306,Entire home/apt,2013-04-03,11211,3,1.0,0,120,88,6549.0,9,0.0
35526373,6926202,Philadelphia,7,99.09676999999999,148,50.04054,13,54.384617000000006,Private room,2015-06-18,19125,1,1.5,1,72,88,707.0,9,0.0
5556,18596228,Chicago,10,100.0,41,47.902440000000006,0,0.0,Private room,2017-05-04,60637,1,1.0,1,10,94,0.0,0,0.0
106317646,17541393,Philadelphia,10,95.21739000000001,241,285.34854,0,0.0,Hotel room,2017-03-01,19106,2,1.0,1,8,100,0.0,0,1.0
107775166,18085654,Chicago,11,100.0,35,93.14286,7,35.714287,Entire home/apt,2017-04-04,60660,1,1.0,1,8,97,250.0,3,1.0
36812494,14632608,Washington,8,100.0,124,71.17742,1,59.0,Entire home/apt,2016-08-19,20009,1,1.0,1,33,98,59.0,1,1.0
462776,84659,New York,9,100.0,187,138.5508,80,159.3875,Entire home/apt,2011-03-24,10003,1,1.0,1,265,93,12751.0,23,0.0
136904734,19498770,Los Angeles,11,98.5,39,52.128204,39,52.128204,Private room,2017-06-23,90038,0,1.0,0,25,96,2033.0,5,1.0
1380783,10313505,Houston,8,90.95652,35,41.37143,30,42.133334999999995,Private room,2016-01-01,77057,1,1.0,0,5,100,1264.0,1,0.0
115979330,19875305,Los Angeles,10,100.0,213,74.95775,15,75.0,Entire home/apt,2017-09-04,90026,1,1.0,1,11,96,1125.0,5,0.0
26874445,5195252,Chicago,9,100.0,95,73.25263000000001,18,78.44444,Private room,2015-01-24,60622,1,1.0,0,36,99,1412.0,7,1.0
2948918,4217247,Washington,6,99.73076999999999,3,99.0,0,0.0,Entire home/apt,2014-09-16,20009,1,1.0,0,17,98,0.0,0,1.0
519171,3290619,Los Angeles,10,100.0,70,117.5,23,118.78261,Entire home/apt,2014-06-11,90039,1,1.0,0,56,97,2732.0,7,1.0
24048490,9608845,Miami,11,100.0,7,72.14286,0,0.0,Entire home/apt,2015-11-21,33127,1,1.0,0,33,100,0.0,0,1.0
37723641,7396161,Oakland,6,98.0,176,159.0,0,0.0,Entire home/apt,2015-07-15,94605,2,1.0,0,5,72,0.0,0,0.0
53066413,10313293,Dallas,12,100.0,137,89.16058000000001,11,89.27273000000001,Entire home/apt,2016-01-01,75214,1,1.0,1,86,99,982.0,2,1.0
19806775,17121429,Miami,10,100.0,74,74.20270500000001,3,79.0,Entire home/apt,2017-02-04,33166,1,1.0,1,24,97,237.0,2,1.0
841179,4359718,New York,5,92.09091,72,146.11111,16,150.0,Entire home/apt,2014-09-26,11237,2,1.0,0,48,87,2400.0,3,0.0
2756695,1705877,Miami,7,100.0,134,250.29105,9,367.77777000000003,Entire home/apt,2013-09-22,33139,3,1.0,1,34,90,3310.0,3,0.0
1433068,7636733,Houston,10,100.0,123,65.691055,18,72.388885,Entire home/apt,2015-07-27,77055,2,1.0,1,67,91,1303.0,7,0.0
16977462,21263728,New York,12,100.0,191,138.80629,5,149.0,Private room,2017-10-09,10024,1,1.5,1,18,100,745.0,4,1.0
22924046,10618900,Houston,11,100.0,134,70.17911,56,70.80357,Entire home/apt,2016-01-14,77019,1,1.0,0,68,92,3965.0,9,0.0
5209263,957734,Washington,9,100.0,155,110.47097,61,119.2459,Entire home/apt,2013-02-23,20005,1,1.0,0,127,99,7274.0,12,1.0
79850581,13696121,Philadelphia,11,99.0,180,49.233334,14,45.0,Private room,2016-06-25,19104,1,1.0,0,70,98,630.0,5,1.0
11817384,4607051,Los Angeles,6,99.48387,114,78.64035,35,75.28571,Entire home/apt,2014-10-28,90045,1,1.0,1,44,91,2635.0,4,0.0
17591676,15288203,Washington,10,97.25,75,111.01333600000001,7,105.71428999999999,Entire home/apt,2016-09-28,20011,2,2.0,1,38,99,740.0,3,1.0
20177472,3897387,New York,8,100.0,189,104.36508,28,106.07143,Private room,2014-08-16,11217,1,1.0,0,50,98,2970.0,8,1.0
23533897,4928303,New York,12,99.18965,43,55.23256,7,56.85714300000001,Private room,2014-12-14,11216,1,2.0,1,78,94,398.0,3,0.0
3293368,654612,New York,6,95.734695,39,150.0,8,150.0,Entire home/apt,2012-08-17,10019,1,1.0,0,63,92,1200.0,2,0.0
4809843,9115645,Chicago,10,99.53846,160,95.7375,9,101.666664,Entire home/apt,2015-10-25,60647,2,1.0,0,46,94,915.0,2,0.0
43462952,8241559,Philadelphia,10,100.0,182,34.615383,62,32.5,Private room,2015-09-05,19151,1,1.0,0,72,96,2015.0,14,1.0
3256433,7712022,New York,12,97.50476,83,275.9518,0,0.0,Entire home/apt,2017-05-24,10012,3,1.0,0,9,96,0.0,0,0.0
3179866,653978,New York,11,98.35,141,114.40426000000001,31,115.0,Entire home/apt,2012-08-16,11221,3,1.0,0,38,81,3565.0,2,0.0
22005943,4240861,New York,11,96.333336,228,83.570175,60,84.3,Private room,2014-09-17,11221,1,1.0,1,102,90,5058.0,16,0.0
4431106,1280301,Los Angeles,9,96.375,212,68.73585,28,75.60714,Private room,2013-06-16,90038,1,1.0,1,257,88,2117.0,12,0.0
1644419,1228184,New York,7,93.5,87,175.6207,21,178.0,Entire home/apt,2013-06-01,11201,1,1.0,0,63,98,3738.0,5,1.0
2494369,8609940,Los Angeles,7,100.0,167,66.22755,82,65.62195,Entire home/apt,2015-09-27,90026,1,1.0,0,20,99,5381.0,14,1.0
3435092,6045055,New York,10,100.0,195,97.70255999999999,38,103.36842,Private room,2015-04-15,10128,1,1.0,1,121,91,3928.0,14,0.0
96479013,17515734,New York,12,100.0,220,64.62273,47,60.468086,Private room,2017-02-27,11206,1,1.0,1,21,97,2842.0,11,1.0
7681637,1428359,New York,9,100.0,28,175.0,12,175.0,Entire home/apt,2013-07-22,11215,1,1.0,0,44,97,2100.0,3,1.0
31982144,6164806,Houston,5,96.71429,70,28.87143,3,30.333334000000004,Private room,2015-04-25,77009,1,1.0,0,32,94,91.0,1,0.0
22825080,18708155,Philadelphia,10,100.0,112,63.723213,17,63.176469999999995,Private room,2017-05-11,19125,1,1.0,0,33,100,1074.0,8,1.0
22350590,4566256,New York,10,100.0,232,85.0,16,85.0,Private room,2014-10-22,10039,1,1.5,0,71,97,1360.0,2,1.0
772573,5899111,Miami,5,99.42857,209,124.952156,64,122.234375,Entire home/apt,2015-04-04,33133,2,2.0,0,49,95,7823.0,13,0.0
96093069,15149053,Chicago,9,100.0,104,105.57692,47,110.6383,Private room,2016-09-19,60642,1,1.0,1,37,100,5200.0,18,1.0
36530890,8915802,New York,9,92.07692,199,51.567840000000004,43,57.093019999999996,Private room,2015-10-14,11233,1,1.0,1,35,88,2455.0,16,0.0
10285950,7090264,New York,12,99.40385,123,107.243904,4,103.5,Entire home/apt,2015-06-29,11233,1,1.0,0,3,80,414.0,1,0.0
73657728,19344746,New York,12,99.23529,177,96.52542,17,102.35294,Private room,2017-06-15,11101,1,1.0,0,12,95,1740.0,3,1.0
4057296,6212418,Chicago,10,100.0,141,57.375885,22,42.227272,Entire home/apt,2015-04-28,60647,1,1.0,0,172,97,929.0,4,1.0
35946004,12519901,Los Angeles,6,97.454544,133,239.3985,0,0.0,Entire home/apt,2016-04-17,90010,2,2.0,0,11,93,0.0,0,1.0
11120933,9371834,Philadelphia,9,100.0,194,126.608246,27,257.62964,Entire home/apt,2015-11-08,19145,3,2.0,1,108,97,6956.0,13,1.0
52591564,10252115,New York,7,91.85714,117,58.0,0,0.0,Private room,2015-12-29,11226,1,1.0,0,24,94,0.0,0,0.0
5192522,20631773,Los Angeles,9,100.0,230,132.86956999999998,75,133.46666000000002,Entire home/apt,2017-08-24,33019,1,1.0,1,2,100,10010.0,16,1.0
192939,44062,Los Angeles,10,100.0,142,130.99295,19,137.21053,Entire home/apt,2010-08-07,90038,1,1.0,0,79,91,2607.0,3,1.0
37322533,7125385,New York,6,99.14,55,33.109093,10,56.0,Private room,2015-07-01,11206,1,1.0,0,25,94,560.0,1,0.0
34760960,6641519,Los Angeles,5,99.083336,188,92.12765999999999,17,95.0,Entire home/apt,2015-06-01,90016,1,1.0,0,50,98,1615.0,5,1.0
10528287,2056012,New York,8,98.695656,65,200.53847,28,205.85715,Entire home/apt,2013-12-10,11211,2,1.0,0,126,96,5764.0,9,1.0
4040811,767286,New York,11,90.96154,212,100.0,2,100.0,Private room,2012-11-01,10025,1,1.0,0,25,87,200.0,1,0.0
36904936,7038439,Chicago,5,92.25,170,169.70588999999998,39,180.0,Entire home/apt,2015-06-26,60654,1,1.0,0,43,98,7020.0,8,1.0
1317384,3790746,New York,9,98.8125,143,66.82517,31,73.548386,Private room,2014-08-02,10031,1,1.0,0,103,95,2280.0,6,1.0
39717173,7575316,Philadelphia,8,100.0,201,99.885574,4,109.5,Private room,2015-07-24,19130,1,1.0,0,51,99,438.0,2,1.0
125156346,19486630,Philadelphia,12,99.742424,211,60.440757999999995,37,67.54054000000001,Private room,2017-06-22,19146,1,2.0,1,97,98,2499.0,13,1.0
