airbnbhostid,airbnbpropertyid,city,superhost_period_all,hostresponseaverage_pastyear,available_days,available_days_avelistedprice,booked_days,booked_days_aveprice,listingtype,createddate,zipcode,bedrooms,bathrooms,instantbookenabled,numberofreviews,ratingoverall,revenue,reservations,host_is_superhost_1_0
6561992,4996958,Los Angeles,10,100.0,200,122.3,29,117.75862,Entire home/apt,2014-12-27,90036,1,1.0,0,45,95,3415.0,5,1.0
14139251,3201115,Washington,7,100.0,173,75.96531999999999,63,75.53968,Entire home/apt,2014-06-01,20002,1,1.0,1,141,91,4759.0,11,0.0
44502437,11437634,New York,6,99.181816,106,90.63207,11,93.63636,Entire home/apt,2016-02-21,11103,1,1.0,0,9,100,1030.0,2,1.0
137974,32023,New York,9,99.2381,181,116.75138000000001,46,109.478264,Entire home/apt,2010-06-02,11233,2,1.0,1,161,91,5036.0,7,0.0
48487386,10018963,New York,7,99.61905,154,26.766233000000003,44,27.181818,Private room,2015-12-15,11217,1,1.0,0,30,91,1196.0,10,0.0
14128608,4574936,New York,6,100.0,130,131.84616,49,143.0,Entire home/apt,2014-10-24,11217,1,1.0,0,32,97,7007.0,6,0.0
9602891,1836802,Chicago,8,97.611115,104,65.06730999999999,36,67.22222,Private room,2013-10-23,60608,1,1.0,0,121,96,2420.0,11,1.0
7558452,3799598,New York,10,100.0,190,183.23685,68,180.08823999999998,Entire home/apt,2014-08-03,10003,2,1.0,1,181,89,12246.0,22,0.0
97043952,15257293,Washington,8,100.0,42,100.97619,16,85.75,Entire home/apt,2016-09-26,20002,1,1.0,1,23,100,1372.0,1,1.0
32103382,12367703,Los Angeles,7,99.545456,228,30.833334000000004,38,31.894737,Private room,2016-04-10,90046,1,2.0,1,38,99,1212.0,12,0.0
993511,14211943,Chicago,6,95.075,40,46.375,10,49.0,Private room,2016-07-26,60608,1,1.0,0,16,90,490.0,4,1.0
49354978,16422056,Miami,11,100.0,216,318.9213,49,340.9592,Entire home/apt,2016-12-17,33139,3,2.0,0,29,99,16707.0,13,1.0
2135229,476919,New York,5,100.0,154,90.733765,27,91.22222,Private room,2012-05-12,10128,1,1.0,0,148,96,2463.0,8,1.0
23118355,18566180,Los Angeles,10,96.03165,171,450.0,0,0.0,Entire home/apt,2017-05-03,90048,3,2.5,0,3,100,0.0,0,1.0
99716402,15516392,Miami,8,100.0,199,74.482414,84,63.845238,Entire home/apt,2016-10-13,33140,1,1.0,0,32,100,5363.0,17,1.0
7612267,1411975,Washington,10,100.0,233,120.3133,45,84.86667,Entire home/apt,2013-07-18,20002,1,1.0,0,185,96,3819.0,4,0.0
34686831,16480247,Miami,11,99.91919,230,134.15218000000002,63,196.57143,Entire home/apt,2017-06-05,33137,1,1.0,1,47,98,12384.0,23,1.0
46794484,13413787,Washington,7,100.0,197,205.77158,77,211.19481000000002,Entire home/apt,2016-06-07,20037,2,1.0,1,34,98,16262.0,22,1.0
39721752,19268164,Miami,9,100.0,227,162.51981999999998,35,169.22858,Entire home/apt,2017-06-11,33127,2,2.0,1,3,100,5923.0,10,1.0
3571821,1223755,New York,10,100.0,29,32.86207,18,33.88889,Private room,2013-06-01,11205,1,1.0,1,108,93,610.0,4,0.0
44766007,8501574,New York,5,96.51613,144,356.1111,31,434.09677,Entire home/apt,2015-09-20,10012,2,2.0,0,42,94,13457.0,10,0.0
58392209,13064034,Chicago,5,100.0,35,185.42857,10,187.5,Entire home/apt,2016-05-17,60613,2,1.0,0,29,97,1875.0,5,1.0
9410008,6317722,Boston,10,100.0,221,167.76018,8,135.0,Entire home/apt,2015-05-06,2127,2,1.0,1,93,98,1080.0,3,1.0
12923983,2524166,Washington,6,96.48276,113,73.27434000000001,15,66.13333,Entire home/apt,2014-03-06,20017,1,1.0,0,55,96,992.0,3,0.0
12336895,14359793,Washington,10,100.0,146,45.72603,0,0.0,Private room,2017-01-06,20012,1,1.0,0,10,94,0.0,0,0.0
82889379,21059339,New York,11,100.0,5,33.0,0,0.0,Private room,2017-09-21,10466,1,1.0,1,1,100,0.0,0,0.0
142065266,20054961,Los Angeles,10,100.0,215,57.046513,18,63.77778000000001,Private room,2017-07-22,90005,1,2.0,1,17,98,1148.0,12,1.0
93378755,19959185,Boston,10,100.0,191,243.34032000000002,26,161.0,Entire home/apt,2017-07-17,2114,2,2.0,0,29,100,4186.0,10,1.0
60990988,11552402,New York,5,100.0,160,93.575,40,113.9,Entire home/apt,2016-02-26,10027,0,1.0,1,30,88,4556.0,11,0.0
65275325,16354220,Los Angeles,8,100.0,208,92.82211,12,92.75,Private room,2016-12-12,90005,1,1.0,1,22,99,1113.0,4,1.0
33039621,6343895,Chicago,12,96.22222,75,41.173332,12,41.833332,Private room,2015-05-08,60643,1,1.0,0,26,96,502.0,5,0.0
20695786,10812470,Los Angeles,11,99.75,197,113.28934,79,112.10126499999998,Entire home/apt,2017-01-09,90036,1,1.0,0,86,97,8856.0,23,1.0
30379422,8286941,Miami,9,99.77143000000001,128,40.890625,32,41.21875,Entire home/apt,2015-09-08,33185,2,1.0,1,42,92,1319.0,19,0.0
25338996,15092261,Washington,11,100.0,175,239.42857,48,238.0,Entire home/apt,2017-01-05,20011,3,1.5,1,16,100,11424.0,9,1.0
14415610,13797929,New York,6,100.0,1,200.0,0,0.0,Entire home/apt,2016-07-01,10025,2,1.0,0,3,100,0.0,0,0.0
3485360,14926186,Washington,9,100.0,95,95.89474,31,99.22581,Entire home/apt,2016-09-05,20018,2,1.0,1,24,93,3076.0,2,0.0
100394741,16140977,Washington,12,100.0,123,99.097565,63,106.61905,Entire home/apt,2016-11-25,20001,2,1.0,0,85,99,6717.0,16,1.0
13530123,3153140,New York,12,100.0,79,195.0,12,195.0,Entire home/apt,2014-05-26,10301,4,2.0,0,89,98,2340.0,3,1.0
1466173,282140,Los Angeles,8,94.48148,144,63.65278000000001,21,75.666664,Private room,2011-12-03,90005,1,2.0,1,119,84,1589.0,6,0.0
6246766,17556480,New York,12,94.6,188,143.17021,18,150.0,Private room,2017-03-02,10019,1,1.0,1,6,100,2700.0,4,1.0
8943032,11657350,Miami,6,99.454544,160,99.3,8,90.25,Entire home/apt,2016-03-02,33141,0,1.0,1,22,99,722.0,3,1.0
22220783,10928757,New York,9,96.6,26,56.23076999999999,0,0.0,Private room,2016-01-28,11221,1,1.0,1,18,99,0.0,0,1.0
2416320,4622450,Miami,7,100.0,125,78.176,31,107.67742,Entire home/apt,2014-10-30,33317,1,1.0,0,50,94,3338.0,8,0.0
815977,226021,New York,5,100.0,110,183.93636999999998,21,201.38095,Entire home/apt,2011-09-18,11211,2,1.0,0,15,96,4229.0,3,0.0
102139523,20494630,Miami,12,100.0,157,74.2293,0,0.0,Entire home/apt,2017-08-16,33304,1,1.0,1,25,93,0.0,0,1.0
1115276,13962599,Los Angeles,7,98.3125,141,312.97873,16,290.0,Entire home/apt,2016-07-11,90008,3,2.0,0,7,95,4640.0,4,1.0
137723569,21307097,Los Angeles,10,100.0,228,265.3202,74,270.22974,Entire home/apt,2017-10-14,90048,3,3.0,1,6,100,19997.0,22,1.0
54392459,22551844,Houston,11,100.0,230,238.47826,21,211.66667,Entire home/apt,2018-01-06,77004,2,2.0,1,7,100,4445.0,8,0.0
33514370,15397275,New York,12,97.13043,51,168.80392,23,163.34781999999998,Entire home/apt,2016-10-05,11203,2,2.0,1,63,98,3757.0,6,1.0
7138809,10535847,Washington,5,98.92857,216,124.96296000000001,34,126.882355,Entire home/apt,2016-01-11,20015,1,1.0,0,27,94,4314.0,9,0.0
772573,5899111,Miami,6,100.0,101,128.69307,25,136.4,Entire home/apt,2015-04-04,33133,2,2.0,0,59,93,3410.0,6,0.0
1879389,373618,New York,10,99.12,227,129.62555,8,131.5,Private room,2012-03-06,11211,1,1.0,0,47,100,1052.0,2,1.0
4580920,16939981,Washington,10,100.0,59,101.59322,5,110.0,Entire home/apt,2017-01-23,20009,2,1.0,0,40,99,550.0,2,1.0
123217202,18207682,New York,10,97.611115,212,88.32547,2,85.0,Private room,2017-04-11,11372,1,1.0,0,13,94,170.0,1,0.0
102848605,15930132,Chicago,9,100.0,141,157.91488999999999,18,183.27777,Entire home/apt,2016-11-10,60605,1,1.0,0,41,97,3299.0,5,1.0
16301929,15549340,Los Angeles,8,100.0,27,71.703705,0,0.0,Entire home/apt,2016-10-15,90026,0,1.0,1,10,90,0.0,0,0.0
412054,3251695,Los Angeles,9,91.375,69,58.0,8,58.0,Entire home/apt,2014-06-06,90036,1,1.0,0,18,93,464.0,2,1.0
4010906,4335812,Chicago,12,100.0,241,110.53941999999999,7,120.0,Private room,2014-09-25,60653,1,1.5,0,6,93,840.0,2,0.0
27294545,16507238,Philadelphia,9,100.0,227,57.54185,47,74.65958,Private room,2016-12-24,19147,1,1.0,1,95,97,3509.0,22,1.0
959414,249135,Miami,5,98.70588000000001,167,142.07185,61,132.44263,Entire home/apt,2011-10-19,33131,1,1.5,0,151,92,8079.0,14,0.0
2921310,22866688,Philadelphia,12,100.0,162,102.49383,33,108.36363999999999,Entire home/apt,2018-02-06,19130,1,1.0,0,27,100,3576.0,12,1.0
1169570,224672,Miami,12,100.0,143,118.21678,32,118.40625,Entire home/apt,2011-09-16,33140,1,1.0,0,177,95,3789.0,9,1.0
969636,12447224,Los Angeles,11,100.0,18,96.611115,3,93.666664,Entire home/apt,2016-04-13,90038,1,1.0,0,18,96,281.0,1,0.0
13975150,2731202,Chicago,5,98.19643,218,89.75688000000001,50,96.66,Entire home/apt,2014-04-05,60643,2,1.0,0,44,97,4833.0,13,1.0
97123656,15567097,New York,7,,234,260.83762,57,217.24562000000003,Entire home/apt,2016-10-17,10029,2,1.0,1,17,92,12383.0,9,0.0
86950026,14267222,New York,11,100.0,196,88.438774,33,88.545456,Entire home/apt,2016-07-30,11225,1,1.0,0,42,94,2922.0,8,1.0
26704689,17553435,Boston,9,100.0,205,113.50731999999999,36,171.19444,Entire home/apt,2017-03-02,2127,1,1.0,0,21,100,6163.0,10,1.0
3588990,11847124,Miami,11,96.02206,162,90.0,0,0.0,Entire home/apt,2016-03-13,33139,1,1.0,0,1,100,0.0,0,0.0
11817384,4607051,Los Angeles,7,99.36,144,82.951385,55,80.74545,Entire home/apt,2014-10-28,90045,1,1.0,1,50,92,4441.0,8,0.0
10180159,2607712,Los Angeles,7,100.0,229,74.021835,17,72.05882,Private room,2014-03-19,90026,1,1.0,0,61,95,1225.0,6,0.0
60947528,21240202,Miami,11,98.89916,151,95.68874,48,113.33333600000002,Entire home/apt,2017-10-11,33139,1,1.0,1,9,96,5440.0,6,0.0
55555433,12931414,Los Angeles,10,98.333336,54,96.35185,0,0.0,Entire home/apt,2016-05-08,90035,1,1.0,0,32,96,0.0,0,1.0
79078003,13635808,Philadelphia,8,95.71429,204,89.98039,3,109.0,Entire home/apt,2016-06-21,19119,2,1.0,0,19,98,327.0,1,1.0
105507665,16163874,New York,8,100.0,62,149.91936,23,153.91304,Entire home/apt,2016-11-27,11233,1,1.0,1,16,100,3540.0,6,1.0
60279155,13198671,Miami,9,100.0,74,1231.0810000000001,14,1225.0,Entire home/apt,2016-05-25,33133,5,4.0,0,16,95,17150.0,2,1.0
29345759,5661115,Miami,9,99.882355,94,78.46809,33,68.69697,Entire home/apt,2015-03-14,33316,1,1.0,0,84,97,2267.0,11,1.0
21504393,7117076,Los Angeles,10,99.402985,227,74.28635,16,69.0,Private room,2015-07-01,90015,1,2.0,1,169,98,1104.0,5,1.0
199392,57297,New York,6,91.93616999999999,214,152.76636000000002,28,153.64285,Entire home/apt,2010-10-27,11201,1,1.0,0,153,93,4302.0,6,0.0
28525290,5499898,Miami,5,100.0,200,174.22,10,146.0,Entire home/apt,2015-03-01,33316,1,1.0,1,67,99,1460.0,3,1.0
50762225,21380631,Dallas,10,98.57143,162,155.96913,40,153.125,Entire home/apt,2017-10-18,75201,2,2.0,1,13,95,6125.0,16,0.0
117492425,20917712,New York,12,100.0,171,43.245613,34,43.82353,Private room,2017-09-11,10301,1,2.0,1,28,99,1490.0,7,1.0
4166308,21391783,Washington,12,98.3,172,150.0,0,0.0,Entire home/apt,2017-11-04,20005,1,1.0,0,1,100,0.0,0,1.0
2907254,15617049,Chicago,8,99.42857,97,296.5258,33,235.60606,Entire home/apt,2016-10-20,60645,2,1.0,0,1,100,7775.0,11,0.0
12183643,12309285,Miami,11,99.987015,226,80.0,41,80.0,Private room,2016-04-07,33127,1,2.0,1,68,98,3280.0,25,1.0
146058014,20459609,Chicago,12,100.0,145,71.42069000000001,18,51.333332,Entire home/apt,2017-08-14,60618,2,2.0,1,94,99,924.0,8,1.0
26270573,6493181,New York,7,100.0,183,185.71039,108,187.0463,Entire home/apt,2015-05-20,10021,1,1.0,0,46,94,20201.0,16,0.0
75015169,13292827,New York,7,100.0,176,128.78978,19,106.05263500000001,Entire home/apt,2016-06-01,10036,1,1.0,1,37,86,2015.0,5,0.0
9192860,10939710,New York,12,99.29411999999999,196,66.244896,86,71.32558399999999,Private room,2017-08-17,11385,1,1.0,1,23,99,6134.0,17,1.0
50159549,21319891,Dallas,12,97.888885,87,80.034485,25,80.12,Entire home/apt,2017-10-14,75226,0,1.0,0,25,98,2003.0,3,1.0
1897267,6834652,Philadelphia,12,100.0,221,300.28506,0,0.0,Private room,2015-06-12,19130,2,1.5,0,30,98,0.0,0,1.0
14320524,18108999,New York,9,100.0,48,122.35416399999998,4,175.25,Entire home/apt,2017-04-05,11211,2,1.0,1,1,100,701.0,2,1.0
44389648,21817995,Miami,12,98.42857,94,195.69148,21,185.57143,Entire home/apt,2017-11-25,33316,2,2.5,0,19,97,3897.0,4,1.0
153191896,24920826,Chicago,12,100.0,126,106.14286000000001,53,102.33962,Entire home/apt,2018-05-10,60616,2,1.0,1,4,100,5424.0,14,1.0
29953644,5773586,Miami,10,100.0,176,100.0,13,100.0,Entire home/apt,2015-03-24,33136,1,1.0,0,40,97,1300.0,4,1.0
50313144,9755628,Los Angeles,7,99.51852,206,62.703883999999995,31,61.580647,Private room,2015-12-01,90026,1,1.0,0,112,97,1909.0,7,1.0
108180769,16664997,New York,8,100.0,99,41.797979999999995,71,41.704223999999996,Private room,2017-01-05,11375,1,1.5,1,32,97,2961.0,26,0.0
6899357,12022403,Los Angeles,7,100.0,166,84.46385,47,86.82979,Private room,2016-03-23,90015,1,2.0,1,44,97,4081.0,16,1.0
4897863,10814084,Houston,7,94.0,51,50.117645,33,50.0,Private room,2016-01-23,77003,1,1.0,1,13,98,1650.0,6,1.0
2915265,4257285,Chicago,5,100.0,191,61.539269999999995,8,65.0,Private room,2014-09-19,60660,1,1.0,0,20,98,520.0,3,1.0
17108662,7053933,Los Angeles,12,100.0,194,112.95360600000001,49,119.61223999999999,Entire home/apt,2015-06-27,90039,1,1.0,0,76,98,5861.0,14,1.0
9250479,9304883,Los Angeles,6,95.606064,242,98.0,1,98.0,Private room,2015-11-05,90028,1,8.0,0,2,100,98.0,1,0.0
158540605,22636785,New York,12,96.86667,165,34.581818,48,32.541668,Private room,2018-01-13,11385,1,1.0,1,17,99,1562.0,14,1.0
120233125,19807158,Chicago,10,100.0,179,139.65363,10,114.0,Entire home/apt,2017-07-09,60622,3,2.0,0,19,93,1140.0,3,0.0
13590583,12934138,Los Angeles,10,99.166664,126,85.888885,12,84.333336,Entire home/apt,2016-05-09,90048,1,1.0,0,71,89,1012.0,4,0.0
15905777,5467773,Philadelphia,7,100.0,208,49.91827,33,48.515152,Private room,2015-02-25,19125,1,1.5,0,96,96,1601.0,15,1.0
6264764,2907112,Chicago,9,100.0,145,139.10345,11,151.81818,Private room,2014-04-27,60607,1,1.0,0,42,99,1670.0,4,1.0
91381742,14694588,New York,11,99.388885,142,73.80282,15,74.0,Private room,2016-08-22,11355,1,1.0,1,33,96,1110.0,4,1.0
46662701,14885066,Miami,6,99.818184,180,78.1,42,84.71429,Entire home/apt,2016-09-02,33133,1,1.0,1,11,93,3558.0,9,1.0
38804283,18226451,Washington,10,100.0,109,48.137615000000004,0,0.0,Private room,2017-04-12,20017,1,1.0,1,10,100,0.0,0,1.0
101109383,15661346,New York,8,100.0,142,465.9366,62,551.30646,Entire home/apt,2016-10-23,10036,3,2.0,1,26,92,34181.0,14,0.0
8753808,14231265,Dallas,5,100.0,166,114.45783,24,112.91666399999998,Entire home/apt,2016-07-27,75218,3,1.0,0,4,100,2710.0,9,1.0
121578906,22553903,Los Angeles,11,100.0,229,257.54584,118,248.16101,Entire home/apt,2018-01-16,90036,2,2.0,1,6,100,29283.0,27,0.0
48712266,9391509,New York,8,100.0,176,144.60228,46,145.23914,Entire home/apt,2015-11-09,11222,1,1.0,1,100,100,6681.0,14,1.0
3392276,1677906,Los Angeles,7,99.97619,128,63.265625,0,0.0,Entire home/apt,2013-09-16,90024,1,1.0,0,9,82,0.0,0,0.0
41881230,11499878,Los Angeles,11,99.86856999999999,199,254.94975,57,286.26315,Entire home/apt,2016-02-24,90046,3,3.0,1,115,99,16317.0,17,1.0
4365606,16215239,Los Angeles,7,100.0,190,113.336845,53,111.54717,Entire home/apt,2016-12-01,90018,1,1.5,0,6,100,5912.0,7,1.0
15991,6848,New York,7,98.10714,199,147.36182,45,150.0,Entire home/apt,2009-05-06,11211,0,1.0,0,71,90,6750.0,9,0.0
21100276,9530293,New York,10,100.0,144,41.82639,23,42.782608,Private room,2015-11-17,10040,1,1.0,1,40,98,984.0,4,1.0
35390000,6759818,Washington,6,99.666664,184,131.82065,40,134.65,Entire home/apt,2015-06-08,20005,0,1.0,0,67,98,5386.0,8,1.0
11418968,2241084,Washington,8,100.0,109,190.23853,10,204.8,Entire home/apt,2014-01-17,20007,2,1.5,0,32,97,2048.0,2,1.0
100672521,16965972,New York,9,95.57143,179,64.93296,81,67.19753,Private room,2017-01-25,10002,1,1.0,1,35,86,5443.0,24,0.0
57456,13641214,Miami,11,97.55556,98,53.265305000000005,2,65.0,Private room,2016-06-21,33155,1,1.0,0,25,97,130.0,1,1.0
100932673,22890016,New York,12,99.45,121,188.5785,37,188.48648,Entire home/apt,2018-03-12,11225,3,2.0,0,16,94,6974.0,10,0.0
668204,195863,Miami,8,94.22726999999999,208,87.82692,22,85.818184,Entire home/apt,2011-08-10,33141,1,1.0,0,209,92,1888.0,6,0.0
34396037,7359188,Chicago,9,100.0,151,43.900659999999995,14,45.714287,Private room,2015-07-13,60637,1,1.0,0,36,98,640.0,4,1.0
21706008,7717656,Philadelphia,5,100.0,179,67.94972,15,67.4,Private room,2015-08-01,19129,1,1.5,0,33,93,1011.0,5,0.0
90860,4957358,New York,8,99.5,85,116.02353000000001,10,121.6,Entire home/apt,2014-12-19,11233,1,1.0,1,131,96,1216.0,4,1.0
94089533,15898893,New York,8,100.0,158,205.32912,53,240.15094,Entire home/apt,2016-11-08,10022,0,1.0,1,27,88,12728.0,14,0.0
5009369,930058,Los Angeles,8,99.26923000000001,186,141.17203999999998,54,154.92592,Entire home/apt,2013-02-07,90020,1,1.0,1,124,94,8366.0,13,1.0
2497518,10190289,Miami,6,98.9,137,119.75182,38,148.05263,Entire home/apt,2015-12-25,33137,1,1.0,0,16,100,5626.0,11,1.0
22614768,4356772,Houston,9,100.0,145,96.68276,11,75.36364,Entire home/apt,2014-09-26,77009,1,1.0,0,42,97,829.0,2,1.0
128531725,18648243,New York,12,98.882355,71,60.69014,0,0.0,Private room,2017-05-07,10026,1,1.0,0,25,96,0.0,0,0.0
14933201,3812683,Los Angeles,12,100.0,183,84.4153,27,80.07406999999999,Private room,2014-08-05,90066,1,1.0,0,218,97,2162.0,19,1.0
1587501,4324388,New York,6,94.5,158,187.10127,57,189.52632,Entire home/apt,2014-09-24,11215,2,1.0,0,74,94,10803.0,9,0.0
3599914,1359438,New York,7,90.25,98,177.09184,7,175.0,Entire home/apt,2013-07-07,11215,1,1.0,0,43,93,1225.0,1,1.0
65972361,12253343,New York,10,100.0,196,82.9898,54,76.48148,Entire home/apt,2016-04-04,10032,0,1.0,1,93,88,4130.0,15,0.0
67814127,13127224,Oakland,5,91.4,217,61.640553000000004,46,65.0,Private room,2016-05-21,94607,1,1.0,1,24,72,2990.0,23,0.0
26019462,20933588,Los Angeles,12,100.0,112,102.33036,61,100.95082,Entire home/apt,2017-10-11,90019,0,1.0,1,40,99,6158.0,11,1.0
43233374,13280419,Los Angeles,6,96.888885,69,230.92754,0,0.0,Entire home/apt,2016-05-30,90026,4,2.0,1,10,94,0.0,0,0.0
74672718,13263103,Los Angeles,8,96.53846,206,25.0,44,25.0,Private room,2016-05-29,33023,1,1.0,0,16,100,1100.0,5,1.0
81892228,13859800,Oakland,7,100.0,174,92.114944,34,91.17647,Entire home/apt,2016-07-05,94611,1,1.0,0,24,100,3100.0,8,1.0
4240274,805490,Washington,6,97.95522,231,112.02597,49,94.83673,Entire home/apt,2012-11-23,20001,1,0.0,1,273,82,4647.0,20,0.0
35344586,13980039,Houston,7,99.38636,173,60.0,31,60.0,Private room,2016-07-12,77030,1,1.0,0,1,100,1860.0,1,0.0
1689237,2613638,Miami,9,99.6,94,112.76596,31,112.58063999999999,Entire home/apt,2014-03-20,33139,1,1.0,0,17,86,3490.0,1,0.0
93122946,14913168,Washington,8,98.25,201,107.49253999999999,60,111.4,Entire home/apt,2016-09-04,20009,0,1.0,1,37,98,6684.0,11,1.0
772583,13473794,Miami,8,95.90476,185,33.994595000000004,2,29.5,Private room,2016-06-11,33126,1,1.0,1,3,87,59.0,1,1.0
43959997,8340072,Boston,9,100.0,97,134.4433,7,185.71428,Entire home/apt,2015-09-11,2111,1,1.0,0,75,93,1300.0,3,0.0
6333423,7933418,Chicago,10,100.0,129,156.23256,1,159.0,Entire home/apt,2015-08-16,60661,1,1.0,0,38,99,159.0,1,1.0
1231954,3963168,New York,5,98.71154,72,54.51389,0,0.0,Private room,2014-08-25,11221,1,1.0,0,11,95,0.0,0,0.0
18483697,11849595,Washington,12,100.0,167,121.52695,39,133.28206,Entire home/apt,2016-03-13,20011,2,1.0,0,97,95,5198.0,9,1.0
52031360,22046692,New York,10,100.0,184,46.5,9,75.55556,Private room,2017-12-07,11372,1,1.0,0,1,100,680.0,2,1.0
3294402,8718852,Los Angeles,10,99.64,238,105.97058999999999,36,102.166664,Entire home/apt,2015-10-03,90015,1,1.0,1,128,93,3678.0,14,1.0
28966357,15867248,New York,7,,117,85.26495,6,78.333336,Private room,2016-11-06,10029,1,1.0,0,19,98,470.0,1,1.0
74117282,18040947,New York,12,100.0,180,159.72778,41,166.63414,Entire home/apt,2017-04-01,10011,0,1.0,1,38,92,6832.0,9,0.0
1006155,204812,Chicago,9,100.0,200,50.0,12,50.0,Private room,2011-08-21,60653,1,1.0,0,113,84,600.0,2,0.0
24268565,4694480,New York,6,99.82222,139,250.41727000000003,71,258.4507,Entire home/apt,2014-11-09,11201,2,1.0,0,94,99,18350.0,13,1.0
1176055,12169682,Chicago,8,100.0,146,90.979454,69,91.884056,Private room,2016-04-01,60642,1,1.0,1,25,94,6340.0,16,0.0
902703,9255049,New York,6,100.0,136,150.84558,11,152.18182,Entire home/apt,2015-11-02,11237,1,1.0,0,12,98,1674.0,3,1.0
16139880,6572570,New York,10,100.0,228,49.223682000000004,46,54.347828,Private room,2015-05-26,11233,1,1.5,1,67,94,2500.0,10,0.0
8338523,1833725,Miami,7,100.0,121,260.33057,13,280.76923,Entire home/apt,2013-10-22,33311,3,2.0,0,19,99,3650.0,2,1.0
15055041,4759361,New York,11,100.0,79,56.632909999999995,45,56.733334,Private room,2014-11-18,10032,1,1.0,0,180,96,2553.0,15,1.0
3331633,7901004,Washington,5,98.35185,236,81.33475,3,65.0,Private room,2015-08-13,20018,1,1.5,0,3,100,195.0,3,0.0
25852203,11240462,Los Angeles,8,100.0,193,69.26425,26,68.84615,Private room,2016-02-11,90065,1,1.0,0,22,98,1790.0,7,1.0
1838692,5669083,Philadelphia,7,100.0,119,124.53782,32,123.75,Entire home/apt,2015-03-15,19147,2,1.0,0,77,90,3960.0,9,0.0
46707487,8933503,New York,12,100.0,32,130.0,1,130.0,Entire home/apt,2015-10-15,11206,2,1.0,0,1,100,130.0,1,1.0
359500,14569955,New York,9,93.76923000000001,133,364.60900000000004,32,441.34375,Entire home/apt,2016-08-15,11211,3,2.5,1,64,95,14123.0,13,0.0
28830315,5590838,Miami,12,98.82609000000001,136,51.77941,0,0.0,Private room,2015-03-08,33136,1,2.0,0,23,97,0.0,0,1.0
129622094,18654047,Los Angeles,11,97.64286,188,86.3617,64,85.484375,Entire home/apt,2017-05-08,90032,0,1.0,1,61,98,5471.0,21,1.0
37249121,7321883,New York,6,92.333336,106,168.25471000000002,4,155.0,Entire home/apt,2015-07-11,11101,0,1.0,0,37,94,620.0,2,0.0
12907095,12155403,Oakland,5,100.0,123,55.170730000000006,34,60.0,Private room,2016-03-30,94609,1,1.5,0,21,98,2040.0,6,1.0
141491440,19962415,Philadelphia,12,100.0,143,50.04895,44,50.045456,Private room,2017-07-17,19127,1,1.0,0,34,99,2202.0,11,1.0
29976848,21613683,Los Angeles,12,100.0,222,61.68018000000001,40,66.225,Private room,2017-11-04,90020,1,1.0,1,34,95,2649.0,10,0.0
68139551,12972292,New York,7,98.818184,133,57.85714300000001,0,0.0,Private room,2016-05-11,11378,1,1.0,0,12,93,0.0,0,0.0
117527742,17574801,New York,9,100.0,71,64.14085,6,69.5,Private room,2017-03-03,10038,1,2.0,0,27,84,417.0,1,0.0
21420296,16987163,Dallas,7,100.0,135,38.355556,19,34.42105,Private room,2017-01-27,75208,1,1.0,1,2,100,654.0,6,1.0
34198825,7633541,Los Angeles,11,100.0,187,102.818184,34,99.0,Private room,2015-07-27,90046,1,1.0,1,57,93,3366.0,2,1.0
11447256,2241458,New York,6,97.47619,232,92.62931,0,0.0,Private room,2014-01-17,11374,1,1.0,0,4,65,0.0,0,0.0
31102831,5990467,New York,6,100.0,145,92.8,28,93.60714,Private room,2015-04-11,11217,1,1.0,0,51,98,2621.0,4,1.0
67585607,12808615,Philadelphia,7,100.0,215,130.85117,49,145.83673000000002,Entire home/apt,2016-05-01,19106,1,1.0,0,52,93,7146.0,17,1.0
5611490,16928488,New York,10,100.0,80,150.9375,21,150.0,Entire home/apt,2017-01-23,11216,1,1.0,0,22,100,3150.0,7,1.0
17180967,7782395,Los Angeles,9,99.888885,207,116.09662,50,132.0,Entire home/apt,2015-08-05,90017,1,1.0,0,150,97,6600.0,18,1.0
99420536,16010825,Miami,9,97.828575,210,84.7381,10,73.8,Entire home/apt,2016-11-16,33139,0,1.0,0,28,88,738.0,2,0.0
270541,2153587,Washington,11,100.0,221,108.86878,65,115.95385,Entire home/apt,2014-01-02,20010,2,1.0,1,162,94,7537.0,20,0.0
42428000,15774576,Miami,12,100.0,151,125.0,5,125.0,Entire home/apt,2017-10-14,33305,2,1.0,0,10,92,625.0,1,0.0
35594166,7476299,New York,9,97.566666,54,109.03703999999999,42,109.59523999999999,Entire home/apt,2015-07-19,10002,1,1.0,1,5,100,4603.0,6,0.0
131518499,18875417,Los Angeles,12,100.0,209,75.86603000000001,48,75.145836,Private room,2017-05-20,90046,1,1.0,1,66,100,3607.0,12,1.0
30312152,14981495,Chicago,6,99.833336,228,142.86403,87,93.45976999999999,Entire home/apt,2016-09-09,60603,2,1.0,0,16,95,8131.0,16,1.0
315355,8581657,Chicago,9,95.76923000000001,234,68.49573000000001,37,101.97298,Entire home/apt,2015-09-25,60623,3,1.0,1,68,93,3773.0,12,0.0
38465372,8272327,New York,8,93.111115,129,213.93024,14,219.07143,Entire home/apt,2015-09-07,11201,0,1.0,0,11,98,3067.0,3,1.0
4610224,15322457,Los Angeles,10,99.86440999999999,202,56.054455000000004,37,48.027027000000004,Private room,2016-10-01,33020,1,1.0,1,38,91,1777.0,15,0.0
